,alpha,d_1,s_1,d_2,s_2,pi_1,pi_2,type,nonneg
901,0.9099000000000099,0.04089036562947891,0.08052667381763873,0.03762196671217617,0.046698624086701813,0.0043081690196494875,-0.001582577265120435,multi,True
902,0.9098000000000099,0.04089737443278422,0.08055301051571408,0.037624818713416344,0.04668315906728453,0.004307684574672359,-0.0015934980246203392,multi,True
903,0.90970000000001,0.040904385201008024,0.08057935370521786,0.03762767136665934,0.046667690251622554,0.004307200160026985,-0.0016044312139911468,multi,True
904,0.90960000000001,0.04091139793482707,0.08060570338805845,0.03763052467207697,0.04665221763860867,0.004306715775757756,-0.0016153768511072081,multi,True
905,0.90950000000001,0.04091841263492046,0.08063205956615334,0.03763337862984027,0.04663674122712857,0.00430623142190858,-0.0016263349538785405,multi,True
906,0.90940000000001,0.040925429301966125,0.080658422241413,0.0376362332401206,0.04662126101607357,0.004305747098524047,-0.0016373055402447434,multi,True
907,0.90930000000001,0.04093244793664385,0.08068479141575916,0.037639088503088475,0.04660577700432453,0.004305262805647889,-0.0016482886281829028,multi,True
908,0.90920000000001,0.04093946853963247,0.08071116709110583,0.037641944418915434,0.04659028919077068,0.004304778543324565,-0.0016592842356989938,multi,True
909,0.90910000000001,0.040946491111612485,0.08073754926937379,0.03764480098777275,0.04657479757429642,0.004304294311598161,-0.0016702923808341414,multi,True
910,0.90900000000001,0.04095351565326274,0.08076393795247733,0.03764765820983183,0.04655930215378893,0.004303810110513123,-0.0016813130816605631,multi,True
911,0.90890000000001,0.04096054216526335,0.08079033314233541,0.03765051608526425,0.046543802928134266,0.004303325940113824,-0.001692346356284206,multi,True
912,0.90880000000001,0.04096757064829428,0.08081673484086725,0.03765337461424094,0.046528299896216416,0.004302841800444705,-0.0017033922228443894,multi,True
913,0.90870000000001,0.04097460110303622,0.08084314304999145,0.037656233796934106,0.04651279305692212,0.004302357691550166,-0.0017144506995129807,multi,True
914,0.9086000000000101,0.04098163353017132,0.08086955777163443,0.03765909363351441,0.04649728240913031,0.0043018736134743645,-0.0017255218044979056,multi,True
915,0.9085000000000101,0.04098866793037909,0.08089597900771091,0.03766195412415364,0.046481767951729175,0.004301389566262229,-0.0017366055560358636,multi,True
916,0.9084000000000101,0.04099570430434081,0.08092240676014144,0.03766481526902434,0.04646624968360531,0.004300905549958307,-0.0017477019723984013,multi,True
917,0.9083000000000101,0.04100274265273765,0.08094884103084883,0.037667677068296754,0.04645072760363855,0.004300421564607309,-0.001758811071891955,multi,True
918,0.9082000000000101,0.04100978297625422,0.0809752818217653,0.037670539522143304,0.046435201710707495,0.0042999376102530965,-0.0017699328728590516,multi,True
919,0.9081000000000101,0.04101682527556828,0.08100172913479967,0.03767340263073535,0.046419672003702256,0.004299453686941356,-0.0017810673936678777,multi,True
920,0.9080000000000101,0.041023869551365645,0.08102818297188606,0.037676266394245324,0.046404138481501794,0.004298969794716187,-0.0017922146527277688,multi,True
921,0.9079000000000101,0.0410309158043278,0.08105464333494553,0.03767913081284478,0.04638860114298854,0.004298485933622512,-0.0018033746684784843,multi,True
922,0.9078000000000102,0.04103796403513777,0.0810811102259054,0.0376819958867057,0.046373059987043073,0.004298002103704986,-0.0018145474593949489,multi,True
923,0.9077000000000102,0.041045014244477304,0.08110758364668641,0.03768486161599986,0.046357515012549304,0.004297518305008801,-0.0018257330439836626,multi,True
924,0.9076000000000102,0.041052066433030394,0.08113406359921713,0.03768772800089878,0.04634196621838645,0.004297034537578813,-0.0018369314407874152,multi,True
925,0.9075000000000102,0.04105912060148156,0.08116055008542962,0.037690595041574446,0.04632641360343172,0.004296550801459572,-0.001848142668384364,multi,True
926,0.9074000000000102,0.04106617675051419,0.08118704310724552,0.03769346273820008,0.04631085716657163,0.004296067096696355,-0.0018593667453824072,multi,True
927,0.9073000000000102,0.041073234880812375,0.08121354266659854,0.03769633109094632,0.04629529690667861,0.004295583423333839,-0.0018706036904289998,multi,True
928,0.9072000000000102,0.04108029499305975,0.08124004876540976,0.037699200099986466,0.04627973282264117,0.004295099781417691,-0.0018818535221991808,multi,True
929,0.9071000000000102,0.041087357087942894,0.08126656140562034,0.037702069765491494,0.04626416491332672,0.004294616170992097,-0.0018931162594117562,multi,True
930,0.9070000000000102,0.04109442116614358,0.08129308058914436,0.03770494008763498,0.04624859317762839,0.004294132592103339,-0.0019043919208076993,multi,True
931,0.9069000000000103,0.041101487228349984,0.08131960631792713,0.03770781106658838,0.04623301761441297,0.0042936490447955614,-0.0019156805251752543,multi,True
932,0.9068000000000103,0.04110855527524452,0.08134613859388937,0.03771068270252421,0.04621743822256515,0.004293165529114655,-0.001926982091327749,multi,True
933,0.9067000000000103,0.041115625307516654,0.08137267741897351,0.03771355499561488,0.04620185500095775,0.004292682045105292,-0.0019382966381199795,multi,True
934,0.9066000000000103,0.04112269732584903,0.08139922279510417,0.03771642794603244,0.04618626794847106,0.004292198592813235,-0.0019496241844362324,multi,True
935,0.9065000000000103,0.04112977133092929,0.08142577472421818,0.03771930155394945,0.04617067706398047,0.004291715172283583,-0.001960964749198997,multi,True
936,0.9064000000000103,0.04113684732344338,0.08145233320824741,0.03772217581953906,0.04615508234636516,0.004291231783561791,-0.0019723183513637105,multi,True
937,0.9063000000000103,0.04114392530407754,0.08147889824912438,0.03772505074297273,0.04613948379450057,0.0042907484266935456,-0.0019836850099212216,multi,True
938,0.9062000000000103,0.041151005273520405,0.08150546984878926,0.03772792632442459,0.046123881407262445,0.004290265101723725,-0.0019950647438995413,multi,True
939,0.9061000000000103,0.04115808723245676,0.08153204800917399,0.037730802564064934,0.04610827518352345,0.004289781808698349,-0.0020064575723596945,multi,True
940,0.9060000000000104,0.04116517118157573,0.08155863273221416,0.03773367946206864,0.04609266512216544,0.0042892985476629085,-0.0020178635143969902,multi,True
941,0.9059000000000104,0.041172257121564707,0.08158522401985172,0.037736557018606745,0.046077051222055014,0.004288815318662641,-0.002029282589146726,multi,True
942,0.9058000000000104,0.04117934505311149,0.08161182187401911,0.03773943523385386,0.046061433482073776,0.004288332121743319,-0.002040714815774178,multi,True
943,0.9057000000000104,0.04118643497690437,0.08163842629665653,0.037742314107980686,0.04604581190109133,0.0042878489569508505,-0.0020521602134832852,multi,True
944,0.9056000000000104,0.04119352689363208,0.08166503728970252,0.03774519364116189,0.046030186477984854,0.004287365824330647,-0.002063618801512497,multi,True
945,0.9055000000000104,0.041200620803983,0.08169165485509716,0.037748073833569304,0.046014557211624674,0.0042868827239284975,-0.002075090599136989,multi,True
946,0.9054000000000104,0.041207716708646064,0.08171827899477703,0.03775095468537626,0.045998924100887906,0.004286399655790505,-0.0020865756256650595,multi,True
947,0.9053000000000104,0.04121481460831033,0.08174490971068427,0.03775383619675569,0.04598328714464554,0.004285916619962325,-0.002098073900443594,multi,True
948,0.9052000000000104,0.041221914503666225,0.08177154700476312,0.03775671836788076,0.045967646341768434,0.0042854336164895816,-0.0021095854428555536,multi,True
949,0.9051000000000105,0.04122901639540279,0.08179819087895239,0.03775960119892416,0.045952001691129986,0.004284950645418497,-0.002121110272317682,multi,True
950,0.9050000000000105,0.04123612028421061,0.08182484133519725,0.03776248469005862,0.045936353191599236,0.004284467706794847,-0.0021326484082851353,multi,True
951,0.9049000000000105,0.04124322617077927,0.08185149837543673,0.037765368841458105,0.0459207008420521,0.0042839848006648775,-0.0021441998702461363,multi,True
952,0.9048000000000105,0.041250334055798824,0.081878162001614,0.0377682536532964,0.04590504464135996,0.0042835019270744575,-0.0021557646777272624,multi,True
953,0.9047000000000105,0.041257443939961766,0.08190483221567936,0.037771139125744854,0.045889384588387316,0.00428301908606965,-0.0021673428502931745,multi,True
954,0.9046000000000105,0.04126455582395827,0.08193150901957245,0.03777402525897864,0.04587372068201117,0.004282536277696668,-0.0021789344075407446,multi,True
955,0.9045000000000105,0.04127166970847818,0.08195819241523705,0.0377769120531699,0.04585805292109962,0.004282053502001908,-0.0021905393691054307,multi,True
956,0.9044000000000105,0.04127878559421563,0.08198488240462518,0.03777979950849249,0.04584238130452011,0.004281570759031159,-0.002202157754661195,multi,True
957,0.9043000000000105,0.04128590348186121,0.08201157898968073,0.03778268762511971,0.04582670583114268,0.004281088048830801,-0.0022137895839161874,multi,True
958,0.9042000000000106,0.04129302337210802,0.08203828217235341,0.037785576403225246,0.04581102649983649,0.004280605371447083,-0.0022254348766161253,multi,True
959,0.9041000000000106,0.041300145265647084,0.08206499195458826,0.0377884658429822,0.04579534330946951,0.004280122726926433,-0.0022370936525431735,multi,True
